unit_id,corp,etapa,etaj,etaj_eticheta,tip_apartament,nr_camere,su_utila,su_balcon,su_curte,orientare,pret_eur,pret_mp_eur,status,boxa_disponibila,parcare_subterana,cota_teren
C5-P-11,C5,I,0,Parter,2A,2,52.16,0.0,21.4,NE,76000,1457.0,disponibil,nu,da,85.2
C5-P-12,C5,I,0,Parter,2A,2,52.16,8.25,0.0,N,76000,1457.0,disponibil,nu,da,85.2
C5-P-13,C5,I,0,Parter,2B,2,58.68,9.28,0.0,V,85500,1457.0,disponibil,nu,da,85.2
C5-E1-01,C5,I,1,Etaj 1,2A,2,52.16,8.25,0.0,SV,79000,1515.0,vandut,nu,da,85.2
C5-E1-02,C5,I,1,Etaj 1,2A,2,52.16,8.25,0.0,E,77000,1476.0,disponibil,nu,da,85.2
C5-E1-03,C5,I,1,Etaj 1,3A,3,71.21,11.26,0.0,N,105500,1482.0,disponibil,nu,da,85.2
C5-E1-04,C5,I,1,Etaj 1,3A,3,71.21,11.26,0.0,NV,105500,1482.0,disponibil,nu,da,85.2
C5-E1-05,C5,I,1,Etaj 1,2B,2,58.68,9.28,0.0,SV,89000,1517.0,rezervat,nu,da,85.2
C5-E1-06,C5,I,1,Etaj 1,2A,2,52.16,8.25,0.0,S,79000,1515.0,disponibil,nu,da,85.2
C5-E1-07,C5,I,1,Etaj 1,2A,2,52.16,8.25,0.0,V,77000,1476.0,disponibil,nu,da,85.2
C5-E1-08,C5,I,1,Etaj 1,1A,1,37.61,5.95,0.0,SE,57000,1516.0,vandut,nu,da,85.2
C5-E1-09,C5,I,1,Etaj 1,3A,3,71.21,11.26,0.0,NE,105500,1482.0,vandut,nu,da,85.2
C5-E1-10,C5,I,1,Etaj 1,3A,3,71.21,11.26,0.0,SV,108000,1517.0,disponibil,nu,da,85.2
C5-E1-11,C5,I,1,Etaj 1,1A,1,37.61,5.95,0.0,S,57000,1516.0,disponibil,nu,da,85.2
C5-E1-12,C5,I,1,Etaj 1,2A,2,52.16,8.25,0.0,E,77000,1476.0,disponibil,nu,da,85.2
C5-E1-13,C5,I,1,Etaj 1,2A,2,52.16,8.25,0.0,N,77000,1476.0,disponibil,nu,da,85.2
C5-E1-14,C5,I,1,Etaj 1,1A,1,37.61,5.95,0.0,E,55500,1476.0,rezervat,nu,da,85.2
C5-E2-01,C5,I,2,Etaj 2,3A,3,71.21,11.26,0.0,S,109500,1538.0,disponibil,nu,da,85.2
C5-E2-02,C5,I,2,Etaj 2,2A,2,52.16,8.25,0.0,N,78500,1505.0,disponibil,nu,da,85.2
C5-E2-03,C5,I,2,Etaj 2,1A,1,37.61,5.95,0.0,SE,58000,1542.0,disponibil,nu,da,85.2
C5-E2-04,C5,I,2,Etaj 2,2A,2,52.16,8.25,0.0,S,80000,1534.0,disponibil,nu,da,85.2
C5-E2-05,C5,I,2,Etaj 2,2B,2,58.68,9.28,0.0,E,88000,1500.0,vandut,nu,da,85.2
C5-E2-06,C5,I,2,Etaj 2,2B,2,58.68,9.28,0.0,N,88000,1500.0,disponibil,nu,da,85.2
C5-E2-07,C5,I,2,Etaj 2,1A,1,37.61,5.95,0.0,NE,56500,1502.0,disponibil,nu,da,85.2
C5-E2-08,C5,I,2,Etaj 2,2A,2,52.16,8.25,0.0,E,78500,1505.0,disponibil,nu,da,85.2
C5-E2-09,C5,I,2,Etaj 2,3B,3,78.23,12.37,0.0,SE,120000,1534.0,rezervat,nu,da,85.2
C5-E2-10,C5,I,2,Etaj 2,2B,2,58.68,9.28,0.0,SE,90000,1534.0,vandut,nu,da,85.2
C5-E2-11,C5,I,2,Etaj 2,2B,2,58.68,9.28,0.0,SE,90000,1534.0,disponibil,nu,da,85.2
C5-E2-12,C5,I,2,Etaj 2,2B,2,58.68,9.28,0.0,SV,90000,1534.0,disponibil,nu,da,85.2
C5-E2-13,C5,I,2,Etaj 2,3B,3,78.23,12.37,0.0,N,117500,1502.0,disponibil,nu,da,85.2
C5-E2-14,C5,I,2,Etaj 2,2A,2,52.16,8.25,0.0,NE,78500,1505.0,disponibil,nu,da,85.2
C5-E3-01,C5,I,3,Etaj 3,1A,1,37.61,5.95,0.0,V,57500,1529.0,disponibil,nu,da,85.2
C5-E3-02,C5,I,3,Etaj 3,3B,3,78.23,12.37,0.0,N,119000,1521.0,disponibil,nu,da,85.2
C5-E3-03,C5,I,3,Etaj 3,1A,1,37.61,5.95,0.0,V,57500,1529.0,rezervat,nu,da,85.2
C5-E3-04,C5,I,3,Etaj 3,1A,1,37.61,5.95,0.0,V,57500,1529.0,disponibil,nu,da,85.2
C5-E3-05,C5,I,3,Etaj 3,2B,2,58.68,9.28,0.0,NE,89500,1525.0,vandut,nu,da,85.2
C5-E3-06,C5,I,3,Etaj 3,2B,2,58.68,9.28,0.0,N,89500,1525.0,disponibil,nu,da,85.2
C5-E3-07,C5,I,3,Etaj 3,2A,2,52.16,8.25,0.0,V,79500,1524.0,vandut,nu,da,85.2
C5-E3-08,C5,I,3,Etaj 3,3B,3,78.23,12.37,0.0,NV,119000,1521.0,disponibil,nu,da,85.2
C5-E3-09,C5,I,3,Etaj 3,2A,2,52.16,8.25,0.0,N,79500,1524.0,vandut,nu,da,85.2
C5-E3-10,C5,I,3,Etaj 3,2A,2,52.16,8.25,0.0,E,79500,1524.0,disponibil,nu,da,85.2
C5-E3-11,C5,I,3,Etaj 3,2B,2,58.68,9.28,0.0,S,91500,1559.0,disponibil,nu,da,85.2
C5-E3-12,C5,I,3,Etaj 3,1A,1,37.61,5.95,0.0,SV,58500,1555.0,vandut,nu,da,85.2
C5-E3-13,C5,I,3,Etaj 3,2A,2,52.16,8.25,0.0,NE,79500,1524.0,disponibil,nu,da,85.2
C5-E3-14,C5,I,3,Etaj 3,2B,2,58.68,9.28,0.0,N,89500,1525.0,disponibil,nu,da,85.2
C6-P-01,C6,I,0,Parter,3B,3,76.39,12.27,0.0,V,111000,1453.0,disponibil,nu,nu,84.8
C6-P-02,C6,I,0,Parter,1A,1,36.73,0.0,24.17,V,53500,1457.0,disponibil,nu,nu,84.8
C6-P-03,C6,I,0,Parter,2A,2,50.93,0.0,21.12,SE,76000,1492.0,disponibil,nu,nu,84.8
C6-P-04,C6,I,0,Parter,3A,3,69.54,11.17,0.0,E,101500,1460.0,disponibil,nu,nu,84.8
C6-P-05,C6,I,0,Parter,1A,1,36.73,0.0,15.11,NE,53500,1457.0,disponibil,nu,nu,84.8
C6-P-06,C6,I,0,Parter,2A,2,50.93,8.18,0.0,NV,74000,1453.0,disponibil,nu,nu,84.8
C6-P-07,C6,I,0,Parter,3A,3,69.54,11.17,0.0,S,103500,1488.0,disponibil,nu,nu,84.8
C6-P-08,C6,I,0,Parter,2B,2,57.29,9.21,0.0,NV,83500,1457.0,disponibil,nu,nu,84.8
C6-P-09,C6,I,0,Parter,1A,1,36.73,0.0,15.45,NV,53500,1457.0,vandut,nu,nu,84.8
C6-P-10,C6,I,0,Parter,1A,1,36.73,5.9,0.0,E,53500,1457.0,disponibil,nu,nu,84.8
C6-P-11,C6,I,0,Parter,2B,2,57.29,0.0,30.64,N,83500,1457.0,disponibil,nu,nu,84.8
C6-P-12,C6,I,0,Parter,3B,3,76.39,0.0,42.04,NE,111000,1453.0,disponibil,nu,nu,84.8
C6-P-13,C6,I,0,Parter,1A,1,36.73,5.9,0.0,NE,53500,1457.0,rezervat,nu,nu,84.8
C6-E1-01,C6,I,1,Etaj 1,2A,2,50.93,8.18,0.0,V,75500,1482.0,vandut,nu,nu,84.8
C6-E1-02,C6,I,1,Etaj 1,2B,2,57.29,9.21,0.0,V,84500,1475.0,disponibil,nu,nu,84.8
C6-E1-03,C6,I,1,Etaj 1,2B,2,57.29,9.21,0.0,V,84500,1475.0,disponibil,nu,nu,84.8
C6-E1-04,C6,I,1,Etaj 1,3A,3,69.54,11.17,0.0,NV,103000,1481.0,disponibil,nu,nu,84.8
C6-E1-05,C6,I,1,Etaj 1,2A,2,50.93,8.18,0.0,NE,75500,1482.0,disponibil,nu,nu,84.8
C6-E1-06,C6,I,1,Etaj 1,2A,2,50.93,8.18,0.0,V,75500,1482.0,vandut,nu,nu,84.8
C6-E1-07,C6,I,1,Etaj 1,2B,2,57.29,9.21,0.0,SV,86500,1510.0,disponibil,nu,nu,84.8
C6-E1-08,C6,I,1,Etaj 1,3A,3,69.54,11.17,0.0,V,103000,1481.0,disponibil,nu,nu,84.8
C6-E1-09,C6,I,1,Etaj 1,1A,1,36.73,5.9,0.0,SE,55500,1511.0,disponibil,nu,nu,84.8
C6-E1-10,C6,I,1,Etaj 1,3A,3,69.54,11.17,0.0,SV,105000,1510.0,vandut,nu,nu,84.8
C6-E1-11,C6,I,1,Etaj 1,2A,2,50.93,8.18,0.0,SE,77000,1512.0,disponibil,nu,nu,84.8
C6-E1-12,C6,I,1,Etaj 1,1A,1,36.73,5.9,0.0,S,55500,1511.0,disponibil,nu,nu,84.8
C6-E1-13,C6,I,1,Etaj 1,2A,2,50.93,8.18,0.0,NE,75500,1482.0,vandut,nu,nu,84.8
C6-E1-14,C6,I,1,Etaj 1,1A,1,36.73,5.9,0.0,NV,54500,1484.0,disponibil,nu,nu,84.8
C6-E2-01,C6,I,2,Etaj 2,3A,3,69.54,11.17,0.0,SV,106500,1531.0,rezervat,nu,nu,84.8
C6-E2-02,C6,I,2,Etaj 2,2B,2,57.29,9.21,0.0,E,86000,1501.0,disponibil,nu,nu,84.8
C6-E2-03,C6,I,2,Etaj 2,2A,2,50.93,8.18,0.0,NE,76500,1502.0,disponibil,nu,nu,84.8
C6-E2-04,C6,I,2,Etaj 2,3B,3,76.39,12.27,0.0,SE,117500,1538.0,vandut,nu,nu,84.8
C6-E2-05,C6,I,2,Etaj 2,2B,2,57.29,9.21,0.0,NE,86000,1501.0,disponibil,nu,nu,84.8
C6-E2-06,C6,I,2,Etaj 2,1A,1,36.73,5.9,0.0,V,55000,1497.0,disponibil,nu,nu,84.8
C6-E2-07,C6,I,2,Etaj 2,1A,1,36.73,5.9,0.0,V,55000,1497.0,disponibil,nu,nu,84.8
C6-E2-08,C6,I,2,Etaj 2,2A,2,50.93,8.18,0.0,NV,76500,1502.0,disponibil,nu,nu,84.8
C6-E2-09,C6,I,2,Etaj 2,1A,1,36.73,5.9,0.0,NV,55000,1497.0,disponibil,nu,nu,84.8
C6-E2-10,C6,I,2,Etaj 2,3B,3,76.39,12.27,0.0,N,114500,1499.0,vandut,nu,nu,84.8
C6-E2-11,C6,I,2,Etaj 2,2A,2,50.93,8.18,0.0,NE,76500,1502.0,disponibil,nu,nu,84.8
C6-E2-12,C6,I,2,Etaj 2,2B,2,57.29,9.21,0.0,NV,86000,1501.0,disponibil,nu,nu,84.8
C6-E2-13,C6,I,2,Etaj 2,2B,2,57.29,9.21,0.0,N,86000,1501.0,disponibil,nu,nu,84.8
C6-E2-14,C6,I,2,Etaj 2,2A,2,50.93,8.18,0.0,NV,76500,1502.0,disponibil,nu,nu,84.8
C6-E3-01,C6,I,3,Etaj 3,2A,2,50.93,8.18,0.0,SE,79500,1561.0,disponibil,nu,nu,84.8
C6-E3-02,C6,I,3,Etaj 3,2A,2,50.93,8.18,0.0,E,77500,1522.0,disponibil,nu,nu,84.8
C6-E3-03,C6,I,3,Etaj 3,2A,2,50.93,8.18,0.0,NE,77500,1522.0,vandut,nu,nu,84.8
C6-E3-04,C6,I,3,Etaj 3,1A,1,36.73,5.9,0.0,S,57000,1552.0,disponibil,nu,nu,84.8
C6-E3-05,C6,I,3,Etaj 3,2B,2,57.29,9.21,0.0,E,87000,1519.0,disponibil,nu,nu,84.8
C6-E3-06,C6,I,3,Etaj 3,3B,3,76.39,12.27,0.0,NV,116500,1525.0,disponibil,nu,nu,84.8
C6-E3-07,C6,I,3,Etaj 3,2A,2,50.93,8.18,0.0,N,77500,1522.0,disponibil,nu,nu,84.8
C6-E3-08,C6,I,3,Etaj 3,2A,2,50.93,8.18,0.0,E,77500,1522.0,disponibil,nu,nu,84.8
C6-E3-09,C6,I,3,Etaj 3,3B,3,76.39,12.27,0.0,NV,116500,1525.0,vandut,nu,nu,84.8
C6-E3-10,C6,I,3,Etaj 3,2B,2,57.29,9.21,0.0,SE,89000,1553.0,disponibil,nu,nu,84.8
C6-E3-11,C6,I,3,Etaj 3,3A,3,69.54,11.17,0.0,V,106000,1524.0,disponibil,nu,nu,84.8
C6-E3-12,C6,I,3,Etaj 3,2B,2,57.29,9.21,0.0,SV,89000,1553.0,disponibil,nu,nu,84.8
C6-E3-13,C6,I,3,Etaj 3,2B,2,57.29,9.21,0.0,E,87000,1519.0,disponibil,nu,nu,84.8
C6-E3-14,C6,I,3,Etaj 3,2A,2,50.93,8.18,0.0,S,79500,1561.0,vandut,nu,nu,84.8
C7-P-01,C7,II,0,Parter,2B,2,58.68,0.0,38.39,E,86000,1466.0,disponibil,nu,da,86.9
C7-P-02,C7,II,0,Parter,1A,1,37.61,6.32,0.0,E,55000,1462.0,disponibil,nu,da,86.9
C7-P-03,C7,II,0,Parter,1A,1,37.61,0.0,22.72,S,56500,1502.0,vandut,nu,da,86.9
C7-P-04,C7,II,0,Parter,2B,2,58.68,0.0,29.05,V,86000,1466.0,vandut,nu,da,86.9
C7-P-05,C7,II,0,Parter,3A,3,71.21,0.0,36.36,SV,106500,1496.0,disponibil,nu,da,86.9
C7-P-06,C7,II,0,Parter,2B,2,58.68,0.0,30.62,SE,88000,1500.0,disponibil,nu,da,86.9
C7-P-07,C7,II,0,Parter,3A,3,71.21,11.97,0.0,NE,104000,1460.0,disponibil,nu,da,86.9
C7-P-08,C7,II,0,Parter,2A,2,52.16,8.77,0.0,S,78000,1495.0,vandut,nu,da,86.9
C7-P-09,C7,II,0,Parter,2A,2,52.16,8.77,0.0,V,76500,1467.0,vandut,nu,da,86.9
C7-P-10,C7,II,0,Parter,1A,1,37.61,0.0,24.09,NE,55000,1462.0,vandut,nu,da,86.9
C7-P-11,C7,II,0,Parter,2A,2,52.16,0.0,18.46,SV,78000,1495.0,disponibil,nu,da,86.9
C7-P-12,C7,II,0,Parter,2A,2,52.16,0.0,28.47,NV,76500,1467.0,vandut,nu,da,86.9
C7-P-13,C7,II,0,Parter,2B,2,58.68,0.0,31.23,N,86000,1466.0,disponibil,nu,da,86.9
C7-E1-01,C7,II,1,Etaj 1,3B,3,78.23,13.15,0.0,S,119000,1521.0,disponibil,nu,da,86.9
C7-E1-02,C7,II,1,Etaj 1,2A,2,52.16,8.77,0.0,S,79000,1515.0,disponibil,nu,da,86.9
C7-E1-03,C7,II,1,Etaj 1,2A,2,52.16,8.77,0.0,N,77500,1486.0,vandut,nu,da,86.9
C7-E1-04,C7,II,1,Etaj 1,2A,2,52.16,8.77,0.0,NE,77500,1486.0,disponibil,nu,da,86.9
C7-E1-05,C7,II,1,Etaj 1,2A,2,52.16,8.77,0.0,S,79000,1515.0,disponibil,nu,da,86.9
C7-E1-06,C7,II,1,Etaj 1,2A,2,52.16,8.77,0.0,SE,79000,1515.0,disponibil,nu,da,86.9
C7-E1-07,C7,II,1,Etaj 1,3A,3,71.21,11.97,0.0,V,105500,1482.0,rezervat,nu,da,86.9
C7-E1-08,C7,II,1,Etaj 1,2A,2,52.16,8.77,0.0,SV,79000,1515.0,disponibil,nu,da,86.9
C7-E1-09,C7,II,1,Etaj 1,1A,1,37.61,6.32,0.0,N,56000,1489.0,disponibil,nu,da,86.9
C7-E1-10,C7,II,1,Etaj 1,1A,1,37.61,6.32,0.0,NE,56000,1489.0,vandut,nu,da,86.9
C7-E1-11,C7,II,1,Etaj 1,2B,2,58.68,9.86,0.0,S,89000,1517.0,disponibil,nu,da,86.9
C7-E1-12,C7,II,1,Etaj 1,3A,3,71.21,11.97,0.0,SV,108000,1517.0,disponibil,nu,da,86.9
C7-E1-13,C7,II,1,Etaj 1,3B,3,78.23,13.15,0.0,N,116000,1483.0,vandut,nu,da,86.9
C7-E1-14,C7,II,1,Etaj 1,2A,2,52.16,8.77,0.0,NE,77500,1486.0,disponibil,nu,da,86.9
C7-E2-01,C7,II,2,Etaj 2,2A,2,52.16,8.77,0.0,NV,78500,1505.0,disponibil,nu,da,86.9
C7-E2-02,C7,II,2,Etaj 2,2B,2,58.68,9.86,0.0,NV,88500,1508.0,rezervat,nu,da,86.9
C7-E2-03,C7,II,2,Etaj 2,2B,2,58.68,9.86,0.0,SE,90500,1542.0,disponibil,nu,da,86.9
C7-E2-04,C7,II,2,Etaj 2,3B,3,78.23,13.15,0.0,SE,120500,1540.0,disponibil,nu,da,86.9
C7-E2-05,C7,II,2,Etaj 2,3A,3,71.21,11.97,0.0,V,107000,1503.0,disponibil,nu,da,86.9
C7-E2-06,C7,II,2,Etaj 2,2B,2,58.68,9.86,0.0,NV,88500,1508.0,disponibil,nu,da,86.9
C7-E2-07,C7,II,2,Etaj 2,2B,2,58.68,9.86,0.0,E,88500,1508.0,disponibil,nu,da,86.9
C7-E2-08,C7,II,2,Etaj 2,3B,3,78.23,13.15,0.0,V,118000,1508.0,disponibil,nu,da,86.9
C7-E2-09,C7,II,2,Etaj 2,2A,2,52.16,8.77,0.0,S,80500,1543.0,disponibil,nu,da,86.9
C7-E2-10,C7,II,2,Etaj 2,1A,1,37.61,6.32,0.0,E,56500,1502.0,rezervat,nu,da,86.9
C7-E2-11,C7,II,2,Etaj 2,1A,1,37.61,6.32,0.0,N,56500,1502.0,disponibil,nu,da,86.9
C7-E2-12,C7,II,2,Etaj 2,2B,2,58.68,9.86,0.0,S,90500,1542.0,rezervat,nu,da,86.9
C7-E2-13,C7,II,2,Etaj 2,1A,1,37.61,6.32,0.0,S,58000,1542.0,vandut,nu,da,86.9
C7-E2-14,C7,II,2,Etaj 2,2A,2,52.16,8.77,0.0,NV,78500,1505.0,disponibil,nu,da,86.9
C7-E3-01,C7,II,3,Etaj 3,1A,1,37.61,6.32,0.0,E,57500,1529.0,disponibil,nu,da,86.9
C7-E3-02,C7,II,3,Etaj 3,3B,3,78.23,13.15,0.0,NE,119500,1528.0,disponibil,nu,da,86.9
C7-E3-03,C7,II,3,Etaj 3,2B,2,58.68,9.86,0.0,SE,91500,1559.0,disponibil,nu,da,86.9
C7-E3-04,C7,II,3,Etaj 3,2A,2,52.16,8.77,0.0,S,81500,1562.0,disponibil,nu,da,86.9
C7-E3-05,C7,II,3,Etaj 3,2B,2,58.68,9.86,0.0,V,89500,1525.0,vandut,nu,da,86.9
C7-E3-06,C7,II,3,Etaj 3,2A,2,52.16,8.77,0.0,N,79500,1524.0,rezervat,nu,da,86.9
C7-E3-07,C7,II,3,Etaj 3,2A,2,52.16,8.77,0.0,N,79500,1524.0,rezervat,nu,da,86.9
C7-E3-08,C7,II,3,Etaj 3,2B,2,58.68,9.86,0.0,E,89500,1525.0,disponibil,nu,da,86.9
C7-E3-09,C7,II,3,Etaj 3,1A,1,37.61,6.32,0.0,E,57500,1529.0,rezervat,nu,da,86.9
C7-E3-10,C7,II,3,Etaj 3,3B,3,78.23,13.15,0.0,E,119500,1528.0,disponibil,nu,da,86.9
C7-E3-11,C7,II,3,Etaj 3,1A,1,37.61,6.32,0.0,NE,57500,1529.0,disponibil,nu,da,86.9
C7-E3-12,C7,II,3,Etaj 3,3A,3,71.21,11.97,0.0,SV,111500,1566.0,rezervat,nu,da,86.9
C7-E3-13,C7,II,3,Etaj 3,1A,1,37.61,6.32,0.0,SV,59000,1569.0,disponibil,nu,da,86.9
C7-E3-14,C7,II,3,Etaj 3,3A,3,71.21,11.97,0.0,NE,109000,1531.0,disponibil,nu,da,86.9
C8-P-01,C8,II,0,Parter,2B,2,58.68,0.0,36.84,N,86000,1466.0,vandut,nu,da,88.4
C8-P-02,C8,II,0,Parter,2A,2,52.16,0.0,27.47,SE,78500,1505.0,disponibil,nu,da,88.4
C8-P-03,C8,II,0,Parter,2A,2,52.16,8.88,0.0,V,76500,1467.0,vandut,nu,da,88.4
C8-P-04,C8,II,0,Parter,2A,2,52.16,0.0,27.0,V,76500,1467.0,disponibil,nu,da,88.4
C8-P-05,C8,II,0,Parter,1A,1,37.61,0.0,15.96,S,56500,1502.0,disponibil,nu,da,88.4
C8-P-06,C8,II,0,Parter,2B,2,58.68,9.99,0.0,N,86000,1466.0,disponibil,nu,da,88.4
C8-P-07,C8,II,0,Parter,2B,2,58.68,0.0,27.86,V,86000,1466.0,rezervat,nu,da,88.4
C8-P-08,C8,II,0,Parter,2B,2,58.68,0.0,27.34,NE,86000,1466.0,disponibil,nu,da,88.4
C8-P-09,C8,II,0,Parter,2A,2,52.16,8.88,0.0,SE,78500,1505.0,disponibil,nu,da,88.4
C8-P-10,C8,II,0,Parter,2A,2,52.16,0.0,21.23,V,76500,1467.0,disponibil,nu,da,88.4
C8-P-11,C8,II,0,Parter,3A,3,71.21,0.0,31.06,V,104500,1467.0,vandut,nu,da,88.4
C8-P-12,C8,II,0,Parter,2A,2,52.16,8.88,0.0,NE,76500,1467.0,vandut,nu,da,88.4
C8-P-13,C8,II,0,Parter,3B,3,78.23,0.0,28.66,NE,114500,1464.0,disponibil,nu,da,88.4
C8-E1-01,C8,II,1,Etaj 1,1A,1,37.61,6.4,0.0,SV,57500,1529.0,rezervat,nu,da,88.4
C8-E1-02,C8,II,1,Etaj 1,2A,2,52.16,8.88,0.0,NV,77500,1486.0,vandut,nu,da,88.4
C8-E1-03,C8,II,1,Etaj 1,1A,1,37.61,6.4,0.0,E,56000,1489.0,rezervat,nu,da,88.4
C8-E1-04,C8,II,1,Etaj 1,2B,2,58.68,9.99,0.0,NV,87500,1491.0,vandut,nu,da,88.4
C8-E1-05,C8,II,1,Etaj 1,2A,2,52.16,8.88,0.0,NV,77500,1486.0,disponibil,nu,da,88.4
C8-E1-06,C8,II,1,Etaj 1,2A,2,52.16,8.88,0.0,N,77500,1486.0,disponibil,nu,da,88.4
C8-E1-07,C8,II,1,Etaj 1,3A,3,71.21,12.13,0.0,N,106000,1489.0,disponibil,nu,da,88.4
C8-E1-08,C8,II,1,Etaj 1,2A,2,52.16,8.88,0.0,E,77500,1486.0,disponibil,nu,da,88.4
C8-E1-09,C8,II,1,Etaj 1,2B,2,58.68,9.99,0.0,SE,89500,1525.0,disponibil,nu,da,88.4
C8-E1-10,C8,II,1,Etaj 1,3B,3,78.23,13.32,0.0,N,116500,1489.0,disponibil,nu,da,88.4
C8-E1-11,C8,II,1,Etaj 1,1A,1,37.61,6.4,0.0,NV,56000,1489.0,vandut,nu,da,88.4
C8-E1-12,C8,II,1,Etaj 1,2B,2,58.68,9.99,0.0,E,87500,1491.0,disponibil,nu,da,88.4
C8-E1-13,C8,II,1,Etaj 1,3A,3,71.21,12.13,0.0,SE,108500,1524.0,disponibil,nu,da,88.4
C8-E1-14,C8,II,1,Etaj 1,2A,2,52.16,8.88,0.0,NV,77500,1486.0,vandut,nu,da,88.4
C8-E2-01,C8,II,2,Etaj 2,2B,2,58.68,9.99,0.0,V,88500,1508.0,disponibil,nu,da,88.4
C8-E2-02,C8,II,2,Etaj 2,3A,3,71.21,12.13,0.0,N,107500,1510.0,disponibil,nu,da,88.4
C8-E2-03,C8,II,2,Etaj 2,2A,2,52.16,8.88,0.0,NV,79000,1515.0,disponibil,nu,da,88.4
C8-E2-04,C8,II,2,Etaj 2,3B,3,78.23,13.32,0.0,S,121000,1547.0,disponibil,nu,da,88.4
C8-E2-05,C8,II,2,Etaj 2,2A,2,52.16,8.88,0.0,N,79000,1515.0,disponibil,nu,da,88.4
C8-E2-06,C8,II,2,Etaj 2,3A,3,71.21,12.13,0.0,SV,110000,1545.0,disponibil,nu,da,88.4
C8-E2-07,C8,II,2,Etaj 2,1A,1,37.61,6.4,0.0,E,57000,1516.0,disponibil,nu,da,88.4
C8-E2-08,C8,II,2,Etaj 2,1A,1,37.61,6.4,0.0,N,57000,1516.0,disponibil,nu,da,88.4
C8-E2-09,C8,II,2,Etaj 2,1A,1,37.61,6.4,0.0,NE,57000,1516.0,disponibil,nu,da,88.4
C8-E2-10,C8,II,2,Etaj 2,2A,2,52.16,8.88,0.0,E,79000,1515.0,disponibil,nu,da,88.4
C8-E2-11,C8,II,2,Etaj 2,3B,3,78.23,13.32,0.0,V,118000,1508.0,disponibil,nu,da,88.4
C8-E2-12,C8,II,2,Etaj 2,2A,2,52.16,8.88,0.0,V,79000,1515.0,disponibil,nu,da,88.4
C8-E2-13,C8,II,2,Etaj 2,1A,1,37.61,6.4,0.0,SE,58000,1542.0,vandut,nu,da,88.4
C8-E2-14,C8,II,2,Etaj 2,3B,3,78.23,13.32,0.0,NE,118000,1508.0,disponibil,nu,da,88.4
C8-E3-01,C8,II,3,Etaj 3,1A,1,37.61,6.4,0.0,S,59000,1569.0,disponibil,nu,da,88.4
C8-E3-02,C8,II,3,Etaj 3,1A,1,37.61,6.4,0.0,E,57500,1529.0,disponibil,nu,da,88.4
C8-E3-03,C8,II,3,Etaj 3,2B,2,58.68,9.99,0.0,N,90000,1534.0,rezervat,nu,da,88.4
C8-E3-04,C8,II,3,Etaj 3,2A,2,52.16,8.88,0.0,E,80000,1534.0,rezervat,nu,da,88.4
C8-E3-05,C8,II,3,Etaj 3,2B,2,58.68,9.99,0.0,S,92000,1568.0,rezervat,nu,da,88.4
C8-E3-06,C8,II,3,Etaj 3,3A,3,71.21,12.13,0.0,S,111500,1566.0,rezervat,nu,da,88.4
C8-E3-07,C8,II,3,Etaj 3,1A,1,37.61,6.4,0.0,S,59000,1569.0,vandut,nu,da,88.4
C8-E3-08,C8,II,3,Etaj 3,1A,1,37.61,6.4,0.0,N,57500,1529.0,disponibil,nu,da,88.4
C8-E3-09,C8,II,3,Etaj 3,2B,2,58.68,9.99,0.0,SV,92000,1568.0,vandut,nu,da,88.4
C8-E3-10,C8,II,3,Etaj 3,2A,2,52.16,8.88,0.0,N,80000,1534.0,disponibil,nu,da,88.4
C8-E3-11,C8,II,3,Etaj 3,2B,2,58.68,9.99,0.0,NV,90000,1534.0,rezervat,nu,da,88.4
C8-E3-12,C8,II,3,Etaj 3,3A,3,71.21,12.13,0.0,N,109000,1531.0,disponibil,nu,da,88.4
C8-E3-13,C8,II,3,Etaj 3,3B,3,78.23,13.32,0.0,SV,122500,1566.0,disponibil,nu,da,88.4
C8-E3-14,C8,II,3,Etaj 3,2B,2,58.68,9.99,0.0,S,92000,1568.0,disponibil,nu,da,88.4
C9-P-01,C9,II,0,Parter,2A,2,52.17,0.0,20.64,V,77000,1476.0,disponibil,nu,da,91.4
C9-P-02,C9,II,0,Parter,2A,2,52.17,0.0,19.39,V,77000,1476.0,rezervat,nu,da,91.4
C9-P-03,C9,II,0,Parter,1A,1,37.62,0.0,14.85,S,56500,1502.0,vandut,nu,da,91.4
C9-P-04,C9,II,0,Parter,2A,2,52.17,0.0,21.31,N,77000,1476.0,disponibil,nu,da,91.4
C9-P-05,C9,II,0,Parter,1A,1,37.62,0.0,23.75,NE,55500,1475.0,disponibil,nu,da,91.4
C9-P-06,C9,II,0,Parter,1A,1,37.62,5.06,0.0,S,56500,1502.0,vandut,nu,da,91.4
C9-P-07,C9,II,0,Parter,2A,2,52.17,0.0,30.05,E,77000,1476.0,disponibil,nu,da,91.4
C9-P-08,C9,II,0,Parter,2B,2,58.69,7.89,0.0,SV,88500,1508.0,rezervat,nu,da,91.4
C9-P-09,C9,II,0,Parter,2A,2,52.17,0.0,33.64,SV,78500,1505.0,rezervat,nu,da,91.4
C9-P-10,C9,II,0,Parter,2B,2,58.69,7.89,0.0,S,88500,1508.0,disponibil,nu,da,91.4
C9-P-11,C9,II,0,Parter,2A,2,52.17,0.0,23.43,SV,78500,1505.0,disponibil,nu,da,91.4
C9-E1-01,C9,II,1,Etaj 1,2A,2,52.17,7.01,0.0,SE,80000,1533.0,vandut,nu,da,91.4
